file_number,category,filed_by,doc_type,outcome,on_consent,sheriff_referenced
LTB-L-015747-26,L1,landlord,Order,terminated,True,True
LTB-L-015784-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-015788-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-015798-26,L1,landlord,Order,other,False,False
LTB-L-015800-26,L1,landlord,Order,other,False,False
LTB-L-015805-26,L1,landlord,Order,other,False,False
LTB-L-015832-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-015863-26,L1,landlord,ExParte Order,other,False,False
LTB-L-015869-26,L1,landlord,ExParte Order,other,False,False
LTB-L-015870-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-015875-26,L1,landlord,Order,money_only,True,False
LTB-L-015938-26,L1,landlord,Order,money_only,True,False
LTB-L-015945-26,L1,landlord,Order,other,False,False
LTB-L-015950-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-015961-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-015983-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-015999-26,L1,landlord,Order,other,False,False
LTB-L-016021-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016054-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016064-26,L1,landlord,Order,terminated,True,True
LTB-L-016070-26,L1,landlord,Order,dismissed,False,False
LTB-L-016075-25,L1,landlord,Order,other,False,True
LTB-L-016089-26,L1,landlord,Order,dismissed,False,False
LTB-L-016091-26,L1,landlord,Order,terminated,False,False
LTB-L-016121-26,L1,landlord,Order,terminated,False,False
LTB-L-016167-26,L1,landlord,Order,dismissed,False,False
LTB-L-016187-26,L1,landlord,Order,other,False,False
LTB-L-016247-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-016264-26,L1,landlord,Order,other,False,False
LTB-L-016269-26,L1,landlord,Order,terminated,True,True
LTB-L-016287-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016309-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-016318-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016324-26,L1,landlord,ExParte Order,other,False,False
LTB-L-016325-26,L1,landlord,Order,money_only,True,False
LTB-L-016332-26,L1,landlord,Order,other,False,False
LTB-L-016334-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016337-26,L1,landlord,Order,terminated,False,False
LTB-L-016343-26,L1,landlord,Order,money_only,True,False
LTB-L-016355-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016383-26,L1,landlord,Order,money_only,True,False
LTB-L-016420-26,L1,landlord,ExParte Order,other,False,False
LTB-L-016464-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016474-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016484-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016496-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016521-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016528-26,L1,landlord,Order,money_only,True,False
LTB-L-016529-26,L1,landlord,Order,dismissed,False,False
LTB-L-016559-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016571-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016605-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016611-26,L1,landlord,Order,money_only,True,False
LTB-L-016613-26,L1,landlord,Order,other,False,False
LTB-L-016628-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016656-26,L1,landlord,Order,other,False,False
LTB-L-016664-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016674-26,L1,landlord,Order,terminated,False,False
LTB-L-016689-26,L1,landlord,Order,money_only,True,False
LTB-L-016700-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016705-26,L1,landlord,Order,other,False,False
LTB-L-016710-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016727-26,L1,landlord,Order,money_only,True,False
LTB-L-016736-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016738-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016750-26,L1,landlord,Order,other,False,False
LTB-L-016751-26,L1,landlord,Order,money_only,True,False
LTB-L-016797-26,L1,landlord,Order,dismissed,False,False
LTB-L-016798-26,L1,landlord,Order,money_only,True,False
LTB-L-016837-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016842-26,L1,landlord,Order,dismissed,False,False
LTB-L-016851-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016855-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016862-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016868-26,L1,landlord,Order,other,False,False
LTB-L-016872-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016882-26,L1,landlord,Order,money_only,False,False
LTB-L-016912-26,L1,landlord,Order,money_only,True,False
LTB-L-016924-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016928-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-016929-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017023-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017028-26,L1,landlord,Order,other,False,False
LTB-L-017107-26,L1,landlord,Order,money_only,True,False
LTB-L-017130-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017138-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017138-26,L1,landlord,ExParte Order,terminated_voidable,False,True
LTB-L-017147-26,L1,landlord,Order,other,False,False
LTB-L-017158-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017160-26,L1,landlord,Order,terminated,True,True
LTB-L-017167-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017169-26,L1,landlord,Order,terminated,False,False
LTB-L-017182-26,L1,landlord,Order,money_only,True,False
LTB-L-017188-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017191-26,L1,landlord,Order,terminated,False,False
LTB-L-017203-26,L1,landlord,Order,money_only,True,False
LTB-L-017210-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017226-26,L1,landlord,Order,other,False,False
LTB-L-017234-26,L1,landlord,Order,other,True,False
LTB-L-017242-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-017286-26,L1,landlord,Order,other,False,False
LTB-L-017296-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017297-26,L1,landlord,ExParte Order,other,False,False
LTB-L-017298-25,L1,landlord,Order,other,False,False
LTB-L-017307-26,L1,landlord,Order,money_only,True,False
LTB-L-017358-26,L1,landlord,Order,money_only,True,False
LTB-L-017393-26,L1,landlord,Order,money_only,True,False
LTB-L-017411-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017420-26,L1,landlord,Order,money_only,True,False
LTB-L-017469-26,L1,landlord,Order,money_only,True,False
LTB-L-017527-26,L1,landlord,Order,terminated,False,False
LTB-L-017544-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-017551-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017559-26,L1,landlord,ExParte Order,other,False,False
LTB-L-017607-26,L1,landlord,Order,dismissed,False,False
LTB-L-017660-26,L1,landlord,Order,money_only,True,False
LTB-L-017685-26,L1,landlord,Order,money_only,True,False
LTB-L-017693-26,L1,landlord,ExParte Order,other,False,False
LTB-L-017696-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-017701-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017712-26,L1,landlord,Order,terminated,True,True
LTB-L-017751-26,L1,landlord,Order,money_only,True,False
LTB-L-017773-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017774-26,L1,landlord,Order,money_only,True,False
LTB-L-017789-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017799-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017813-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017821-26,L1,landlord,Order,money_only,True,False
LTB-L-017824-26,L1,landlord,Order,money_only,True,False
LTB-L-017826-26,L1,landlord,Order,other,False,False
LTB-L-017827-26,L1,landlord,Order,money_only,True,False
LTB-L-017830-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-017837-26,L1,landlord,Order,money_only,False,False
LTB-L-017872-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-017875-26,L1,landlord,Order,money_only,True,False
LTB-L-017925-26,L1,landlord,ExParte Order,other,False,False
LTB-L-017954-26,L1,landlord,Order,money_only,True,False
LTB-L-017963-26,L1,landlord,Order,other,False,False
LTB-L-017972-26,L1,landlord,Order,terminated,False,False
LTB-L-018024-26,L1,landlord,Order,money_only,True,False
LTB-L-018053-26,L1,landlord,Order,money_only,True,False
LTB-L-018128-26,L1,landlord,Order,money_only,True,False
LTB-L-018134-26,L1,landlord,ExParte Order,other,False,False
LTB-L-018139-26,L1,landlord,Order,other,False,False
LTB-L-018152-26,L1,landlord,Order,remedy_ordered,True,False
LTB-L-018209-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018237-26,L1,landlord,Order,terminated,False,False
LTB-L-018255-26,L1,landlord,Order,money_only,True,False
LTB-L-018262-26,L1,landlord,Order,other,False,False
LTB-L-018271-26,L1,landlord,ExParte Order,other,False,False
LTB-L-018286-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-018322-26,L1,landlord,Order,money_only,True,False
LTB-L-018331-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018343-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018346-26,L1,landlord,Order,money_only,False,False
LTB-L-018359-26,L1,landlord,Order,money_only,True,False
LTB-L-018372-26,L1,landlord,Order,money_only,True,False
LTB-L-018377-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018392-26,L1,landlord,ExParte Order,other,False,False
LTB-L-018394-26,L1,landlord,Order,money_only,True,False
LTB-L-018416-26,L1,landlord,ExParte Order,other,False,False
LTB-L-018425-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018429-26,L1,landlord,Order,terminated,False,False
LTB-L-018450-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018459-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018487-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018536-25,L1,landlord,Order,terminated,False,False
LTB-L-018548-26,L1,landlord,Order,terminated,True,True
LTB-L-018610-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018612-26,L1,landlord,Order,dismissed,False,False
LTB-L-018623-26,L1,landlord,Order,money_only,True,False
LTB-L-018630-26,L1,landlord,Amended Order,terminated_voidable,False,True
LTB-L-018630-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018690-26,L1,landlord,Order,money_only,True,False
LTB-L-018765-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018767-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018797-26,L1,landlord,ExParte Order,other,False,False
LTB-L-018818-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-018826-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018827-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018854-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-018888-26,L1,landlord,Order,other,False,False
LTB-L-018921-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-018928-26,L1,landlord,Order,other,False,False
LTB-L-018937-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-019029-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-019062-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019076-26,L1,landlord,Order,money_only,True,False
LTB-L-019087-26,L1,landlord,Order,dismissed,False,False
LTB-L-019090-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-019092-26,L1,landlord,Order,money_only,True,False
LTB-L-019104-26,L1,landlord,Order,money_only,True,False
LTB-L-019115-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-019116-26,L1,landlord,Order,dismissed,False,False
LTB-L-019128-26,L1,landlord,Order,terminated,True,False
LTB-L-019129-26,L1,landlord,Order,other,False,False
LTB-L-019131-26,L1,landlord,Order,terminated,True,True
LTB-L-019161-26,L1,landlord,ExParte Order,other,False,False
LTB-L-019170-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019234-26,L1,landlord,ExParte Order,other,False,False
LTB-L-019246-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019265-26,L1,landlord,Order,money_only,False,False
LTB-L-019271-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019277-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019287-26,L1,landlord,Order,money_only,True,False
LTB-L-019341-26,L1,landlord,ExParte Order,other,False,False
LTB-L-019384-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019411-26,L1,landlord,Order,terminated,True,True
LTB-L-019432-26,L1,landlord,Order,money_only,False,False
LTB-L-019445-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019489-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-019491-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019519-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019550-26,L1,landlord,Order,other,False,False
LTB-L-019552-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019579-25,L1,landlord,Order,terminated,False,False
LTB-L-019589-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019591-26,L1,landlord,Order,money_only,True,False
LTB-L-019604-26,L1,landlord,Order,dismissed,False,False
LTB-L-019616-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019681-26,L1,landlord,Order,money_only,True,False
LTB-L-019705-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019733-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019737-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019741-26,L1,landlord,Order,money_only,True,False
LTB-L-019749-26,L1,landlord,Order,money_only,True,False
LTB-L-019763-26,L1,landlord,Order,money_only,True,False
LTB-L-019774-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019823-26,L1,landlord,Order,money_only,True,False
LTB-L-019834-26,L1,landlord,Order,money_only,True,False
LTB-L-019835-26,L1,landlord,ExParte Order,other,False,False
LTB-L-019838-26,L1,landlord,Order,money_only,True,False
LTB-L-019904-26,L1,landlord,ExParte Order,other,False,False
LTB-L-019913-26,L1,landlord,ExParte Order,other,False,False
LTB-L-019925-26,L1,landlord,Order,money_only,False,False
LTB-L-019931-26,L1,landlord,Order,terminated,False,False
LTB-L-019935-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-019986-26,L1,landlord,Order,money_only,False,False
LTB-L-020001-26,L1,landlord,Order,terminated,False,False
LTB-L-020018-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020083-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020115-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020118-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020133-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020201-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020203-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020217-26,L1,landlord,Order,money_only,False,False
LTB-L-020252-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020261-26,L1,landlord,Order,terminated,True,True
LTB-L-020277-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020286-26,L1,landlord,Order,money_only,True,False
LTB-L-020293-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020312-26,L1,landlord,Order,dismissed,False,False
LTB-L-020320-26,L1,landlord,Order,money_only,True,False
LTB-L-020324-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-020339-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020375-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020410-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020427-26,L1,landlord,Order,other,False,False
LTB-L-020442-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020457-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020479-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-020493-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020533-26,L1,landlord,Order,terminated,True,True
LTB-L-020570-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020616-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020620-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020621-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020653-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-020657-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-020663-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020703-26,L1,landlord,Order,other,False,False
LTB-L-020720-26,L1,landlord,Order,money_only,True,False
LTB-L-020723-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020743-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020803-26,L1,landlord,Order,money_only,True,False
LTB-L-020814-26,L1,landlord,Order,other,False,False
LTB-L-020832-26,L1,landlord,ExParte Order,other,False,False
LTB-L-020911-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020925-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-020977-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-020992-22,L1,landlord,Review Order,other,False,False
LTB-L-021096-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021104-26,L1,landlord,Order,money_only,True,False
LTB-L-021109-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021119-26,L1,landlord,ExParte Order,other,False,False
LTB-L-021124-26,L1,landlord,Order,other,False,False
LTB-L-021127-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-021129-26,L1,landlord,Order,money_only,True,False
LTB-L-021136-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021154-25,L1,landlord,Order,withdrawn,False,False
LTB-L-021180-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021206-26,L1,landlord,Order,money_only,True,False
LTB-L-021274-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021336-26,L1,landlord,Order,money_only,False,False
LTB-L-021344-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021442-26,L1,landlord,Order,money_only,True,False
LTB-L-021467-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021560-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021564-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021569-26,L1,landlord,Order,terminated,True,True
LTB-L-021594-26,L1,landlord,Order,terminated,False,False
LTB-L-021606-26,L1,landlord,Order,money_only,True,False
LTB-L-021630-26,L1,landlord,ExParte Order,other,False,False
LTB-L-021645-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-021648-26,L1,landlord,Order,money_only,True,False
LTB-L-021660-26,L1,landlord,Order,dismissed,False,False
LTB-L-021670-26,L1,landlord,ExParte Order,other,False,False
LTB-L-021679-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021687-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021696-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021740-26,L1,landlord,Order,dismissed,False,False
LTB-L-021865-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-021872-26,L1,landlord,Order,money_only,True,False
LTB-L-021876-26,L1,landlord,Order,money_only,True,False
LTB-L-021918-26,L1,landlord,Order,money_only,True,False
LTB-L-021919-26,L1,landlord,Order,terminated,True,False
LTB-L-021943-26,L1,landlord,Order,money_only,True,False
LTB-L-021986-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-022001-26,L1,landlord,Order,dismissed,False,False
LTB-L-022019-26,L1,landlord,ExParte Order,other,False,False
LTB-L-022023-26,L1,landlord,Order,terminated,False,False
LTB-L-022237-26,L1,landlord,Order,money_only,False,False
LTB-L-022245-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-022264-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-022270-26,L1,landlord,Order,dismissed,False,False
LTB-L-022327-26,L1,landlord,Order,money_only,False,False
LTB-L-022340-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-022365-26,L1,landlord,Order,money_only,True,False
LTB-L-022404-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-022417-26,L1,landlord,Order,other,False,False
LTB-L-022419-26,L1,landlord,Order,dismissed,False,False
LTB-L-022420-26,L1,landlord,ExParte Order,other,False,False
LTB-L-022605-26,L1,landlord,ExParte Order,other,False,False
LTB-L-022690-26,L1,landlord,Order,terminated,False,False
LTB-L-022736-25,L1,landlord,Review Order,other,False,False
LTB-L-022804-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-022895-26,L1,landlord,Order,money_only,True,False
LTB-L-022922-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-022970-26,L1,landlord,Order,money_only,True,False
LTB-L-023031-25,L1,landlord,Order,dismissed,False,False
LTB-L-023075-26,L1,landlord,ExParte Order,other,False,False
LTB-L-023104-26,L1,landlord,Order,money_only,True,False
LTB-L-023240-26,L1,landlord,Order,other,False,False
LTB-L-023480-26,L1,landlord,Order,money_only,True,False
LTB-L-023490-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-023507-26,L1,landlord,Order,other,False,False
LTB-L-023516-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-023590-26,L1,landlord,Order,money_only,True,False
LTB-L-023601-26,L1,landlord,ExParte Order,other,False,False
LTB-L-023613-26,L1,landlord,Order,money_only,False,False
LTB-L-023614-26,L1,landlord,ExParte Order,other,False,False
LTB-L-023650-26,L1,landlord,Order,money_only,True,False
LTB-L-023749-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-023863-26,L1,landlord,Order,terminated,True,True
LTB-L-024290-26,L1,landlord,ExParte Order,other,False,False
LTB-L-024308-26,L1,landlord,Order,terminated,False,False
LTB-L-024389-26,L1,landlord,Order,money_only,True,False
LTB-L-024409-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-024464-26,L1,landlord,ExParte Order,other,False,False
LTB-L-024550-25,L1,landlord,Order,terminated,False,False
LTB-L-024621-26,L1,landlord,Order,terminated_voidable,False,True
LTB-L-024668-26,L1,landlord,ExParte Order,other,False,False
LTB-L-024706-26,L1,landlord,Order,money_only,True,False
LTB-L-024715-26,L1,landlord,ExParte Order,other,False,False
LTB-L-025088-26,L1,landlord,ExParte Order,other,False,False
LTB-L-025710-26,L1,landlord,ExParte Order,other,False,False
LTB-L-026331-26,L1,landlord,ExParte Order,other,False,False
LTB-L-026472-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-026538-26,L1,landlord,Order,money_only,True,False
LTB-L-026614-26,L1,landlord,ExParte Order,other,False,False
LTB-L-026833-26,L1,landlord,ExParte Order,other,False,False
LTB-L-026983-26,L1,landlord,ExParte Order,other,False,False
LTB-L-027027-26,L1,landlord,ExParte Order,other,False,False
LTB-L-027114-26,L1,landlord,ExParte Order,other,False,False
LTB-L-027198-26,L1,landlord,Order,money_only,True,False
LTB-L-027478-26,L1,landlord,Order,money_only,False,False
LTB-L-027811-25,L1,landlord,Review Order,other,False,True
LTB-L-028179-26,L1,landlord,ExParte Order,other,False,False
LTB-L-028355-26,L1,landlord,ExParte Order,other,False,False
LTB-L-028469-26,L1,landlord,ExParte Order,other,False,False
LTB-L-028538-26,L1,landlord,ExParte Order,other,False,False
LTB-L-028687-26,L1,landlord,ExParte Order,other,False,False
LTB-L-028715-26,L1,landlord,ExParte Order,other,False,False
LTB-L-028801-26,L1,landlord,ExParte Order,other,False,False
LTB-L-029276-22,L1,landlord,Order,terminated,False,False
LTB-L-029297-26,L1,landlord,ExParte Order,other,False,False
LTB-L-029327-25,L1,landlord,Review Order,terminated,True,False
LTB-L-029350-25,L1,landlord,Order,money_only,False,False
LTB-L-029718-25,L1,landlord,Review Order,money_only,True,False
LTB-L-030175-26,L1,landlord,ExParte Order,other,False,False
LTB-L-030203-26,L1,landlord,ExParte Order,other,False,False
LTB-L-030216-26,L1,landlord,ExParte Order,other,False,False
LTB-L-030476-26,L1,landlord,ExParte Order,other,False,False
LTB-L-030486-26,L1,landlord,ExParte Order,other,False,False
LTB-L-030792-26,L1,landlord,ExParte Order,other,False,False
LTB-L-030928-25,L1,landlord,Review Order,other,False,False
LTB-L-030988-24,L1,landlord,Review Order,other,False,False
LTB-L-031027-25,L1,landlord,Order,money_only,True,False
LTB-L-031158-26,L1,landlord,ExParte Order,other,False,False
LTB-L-031217-26,L1,landlord,ExParte Order,other,False,False
LTB-L-031233-26,L1,landlord,ExParte Order,other,False,False
LTB-L-031264-24,L1,landlord,Amended Order,money_only,False,False
LTB-L-031512-24,L1,landlord,Order,terminated,False,False
LTB-L-031639-26,L1,landlord,ExParte Order,other,False,False
LTB-L-032467-26,L1,landlord,Order,money_only,True,False
LTB-L-032569-26,L1,landlord,ExParte Order,other,False,False
LTB-L-032759-26,L1,landlord,Order,money_only,True,False
LTB-L-033303-25,L1,landlord,Order,other,False,True
LTB-L-033540-26,L1,landlord,ExParte Order,other,False,False
LTB-L-033664-26,L1,landlord,Order,other,False,False
LTB-L-034303-25,L1,landlord,Order,terminated,False,False
LTB-L-034394-26,L1,landlord,Order,terminated_voidable,True,True
LTB-L-035133-25,L1,landlord,Order,other,False,False
LTB-L-035188-26,L1,landlord,ExParte Order,other,False,False
LTB-L-035892-23,L1,landlord,Order,dismissed,False,False
LTB-L-036320-25,L1,landlord,Order,other,False,False
LTB-L-036950-26,L1,landlord,ExParte Order,other,False,False
LTB-L-037291-26,L1,landlord,ExParte Order,other,False,False
LTB-L-037329-26,L1,landlord,ExParte Order,other,False,False
LTB-L-037412-24,L1,landlord,Order,withdrawn,False,False
LTB-L-037722-26,L1,landlord,ExParte Order,other,False,False
LTB-L-037726-26,L1,landlord,ExParte Order,other,False,False
LTB-L-038203-25,L1,landlord,Review Order,other,False,False
LTB-L-040350-25,L1,landlord,Order,terminated,False,False
LTB-L-040587-26,L1,landlord,ExParte Order,other,False,False
LTB-L-040906-25,L1,landlord,Order,terminated,False,False
LTB-L-041481-25,L1,landlord,Amended Order,terminated_voidable,False,True
LTB-L-043376-25,L1,landlord,Review Order,other,False,False
LTB-L-043715-25,L1,landlord,Review Order,other,True,False
LTB-L-043853-25,L1,landlord,Review Order,other,True,False
LTB-L-044464-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-044675-25,L1,landlord,Amended Order,other,True,False
LTB-L-045187-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-045896-25,L1,landlord,Order,other,False,False
LTB-L-046584-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-047317-25,L1,landlord,Review Order,other,False,False
LTB-L-047439-25,L1,landlord,Order,terminated,False,False
LTB-L-047949-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-048031-25,L1,landlord,Review Order,other,False,True
LTB-L-048378-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-050284-25,L1,landlord,Review Order,dismissed,True,False
LTB-L-050614-24,L1,landlord,Order,terminated_voidable,False,True
LTB-L-051605-22,L1,landlord,Order,dismissed,False,False
LTB-L-051701-25,L1,landlord,Review Order,money_only,True,False
LTB-L-051813-24,L1,landlord,Order,terminated,False,False
LTB-L-053304-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-054146-25,L1,landlord,Review Order,terminated,False,False
LTB-L-055680-25,L1,landlord,Order,terminated,False,False
LTB-L-055770-25,L1,landlord,Order,terminated,True,False
LTB-L-056766-25,L1,landlord,Order,other,False,True
LTB-L-056873-24,L1,landlord,Review Order,withdrawn,False,False
LTB-L-057228-25,L1,landlord,Order,terminated,False,False
LTB-L-057708-25,L1,landlord,Order,terminated,False,False
LTB-L-057828-25,L1,landlord,Order,terminated_voidable,False,True
