file_number,category,filed_by,doc_type,outcome,on_consent,sheriff_referenced
LTB-L-098145-25,L1,landlord,Order,money_only,True,False
LTB-L-098149-25,L1,landlord,Order,money_only,True,False
LTB-L-098157-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098159-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098160-25,L1,landlord,Order,terminated,False,False
LTB-L-098168-25,L1,landlord,Order,money_only,True,False
LTB-L-098179-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098210-25,L1,landlord,Review Order,terminated,False,False
LTB-L-098232-25,L1,landlord,Order,other,False,False
LTB-L-098253-24,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098253-24,L1,landlord,Amended Order,terminated_voidable,False,True
LTB-L-098293-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-098309-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098328-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098349-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098388-25,L1,landlord,ExParte Order,other,False,False
LTB-L-098407-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098413-25,L1,landlord,Order,terminated,True,True
LTB-L-098422-25,L1,landlord,Order,other,False,False
LTB-L-098423-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098435-25,L1,landlord,Order,money_only,False,False
LTB-L-098451-25,L1,landlord,Order,other,False,False
LTB-L-098452-25,L1,landlord,Order,money_only,False,False
LTB-L-098467-25,L1,landlord,Order,terminated,False,False
LTB-L-098522-25,L1,landlord,Order,terminated,False,False
LTB-L-098540-25,L1,landlord,Order,money_only,True,False
LTB-L-098624-25,L1,landlord,Order,terminated,False,False
LTB-L-098647-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098656-25,L1,landlord,Order,terminated,False,False
LTB-L-098657-25,L1,landlord,Order,money_only,True,False
LTB-L-098658-25,L1,landlord,ExParte Order,other,False,False
LTB-L-098680-25,L1,landlord,Order,money_only,False,False
LTB-L-098714-25,L1,landlord,Order,money_only,False,False
LTB-L-098722-25,L1,landlord,Order,money_only,True,False
LTB-L-098734-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-098750-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098761-24,L1,landlord,Order,withdrawn,False,False
LTB-L-098766-25,L1,landlord,Order,other,False,False
LTB-L-098767-25,L1,landlord,Order,money_only,True,False
LTB-L-098771-25,L1,landlord,Order,money_only,True,False
LTB-L-098777-25,L1,landlord,Order,dismissed,False,False
LTB-L-098782-25,L1,landlord,Order,other,False,False
LTB-L-098821-25,L1,landlord,Order,money_only,True,False
LTB-L-098832-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098835-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098846-25,L1,landlord,Order,other,False,False
LTB-L-098880-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098895-25,L1,landlord,Order,money_only,False,False
LTB-L-098910-25,L1,landlord,Review Order,other,False,False
LTB-L-098915-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098919-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-098950-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-099011-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-099013-25,L1,landlord,Order,dismissed,False,False
LTB-L-099020-25,L1,landlord,Order,other,False,False
LTB-L-099024-25,L1,landlord,Order,other,False,False
LTB-L-099060-25,L1,landlord,Order,money_only,True,False
LTB-L-099136-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-099142-25,L1,landlord,Order,terminated,False,False
LTB-L-099146-25,L1,landlord,Order,remedy_ordered,True,False
LTB-L-099148-25,L1,landlord,Order,other,False,False
LTB-L-099160-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099189-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-099213-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099217-25,L1,landlord,Order,money_only,True,False
LTB-L-099224-25,L1,landlord,Order,money_only,True,False
LTB-L-099228-25,L1,landlord,Order,terminated,False,False
LTB-L-099229-25,L1,landlord,Order,money_only,True,False
LTB-L-099234-25,L1,landlord,Order,terminated,False,False
LTB-L-099249-25,L1,landlord,Order,money_only,True,False
LTB-L-099273-25,L1,landlord,Order,terminated,False,False
LTB-L-099283-25,L1,landlord,Order,terminated,False,False
LTB-L-099290-25,L1,landlord,Order,money_only,True,False
LTB-L-099318-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099328-25,L1,landlord,Order,terminated,False,False
LTB-L-099334-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099350-25,L1,landlord,Order,dismissed,False,False
LTB-L-099372-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099378-25,L1,landlord,Order,other,False,False
LTB-L-099396-25,L1,landlord,Order,money_only,True,False
LTB-L-099431-25,L1,landlord,Order,terminated,False,False
LTB-L-099432-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-099470-25,L1,landlord,Review Order,other,False,False
LTB-L-099522-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099524-25,L1,landlord,Order,money_only,False,False
LTB-L-099530-25,L1,landlord,Order,money_only,True,False
LTB-L-099537-25,L1,landlord,Order,money_only,True,False
LTB-L-099551-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099557-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099560-25,L1,landlord,Review Order,money_only,False,False
LTB-L-099583-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099595-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099597-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099597-25,L1,landlord,Review Order,terminated_voidable,False,True
LTB-L-099628-25,L1,landlord,Order,other,False,False
LTB-L-099635-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-099650-25,L1,landlord,Review Order,other,False,False
LTB-L-099659-25,L1,landlord,Order,money_only,True,False
LTB-L-099683-25,L1,landlord,Order,money_only,False,False
LTB-L-099691-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099695-25,L1,landlord,Order,other,False,False
LTB-L-099714-25,L1,landlord,Order,other,False,False
LTB-L-099742-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099758-25,L1,landlord,Order,terminated,True,True
LTB-L-099779-25,L1,landlord,Order,other,False,False
LTB-L-099791-25,L1,landlord,Order,other,True,False
LTB-L-099804-25,L1,landlord,Order,other,False,False
LTB-L-099823-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099825-25,L1,landlord,Order,money_only,True,False
LTB-L-099855-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099867-25,L1,landlord,Order,money_only,True,False
LTB-L-099869-25,L1,landlord,Order,money_only,True,False
LTB-L-099889-25,L1,landlord,Review Order,other,False,False
LTB-L-099912-25,L1,landlord,Order,money_only,True,False
LTB-L-099913-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099921-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-099949-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-099992-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100000-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100030-25,L1,landlord,Order,money_only,True,False
LTB-L-100031-25,L1,landlord,Order,remedy_ordered,True,False
LTB-L-100038-25,L1,landlord,Order,terminated,False,False
LTB-L-100042-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100044-25,L1,landlord,Order,remedy_ordered,True,False
LTB-L-100049-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100064-25,L1,landlord,Amended Order,money_only,True,False
LTB-L-100113-25,L1,landlord,Order,money_only,True,False
LTB-L-100116-25,L1,landlord,ExParte Order,other,False,False
LTB-L-100124-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100139-25,L1,landlord,Order,dismissed,False,False
LTB-L-100163-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100182-25,L1,landlord,Order,other,False,False
LTB-L-100205-25,L1,landlord,Order,remedy_ordered,True,False
LTB-L-100220-25,L1,landlord,Order,money_only,True,False
LTB-L-100246-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-100251-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-100260-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-100273-25,L1,landlord,Order,money_only,False,False
LTB-L-100289-25,L1,landlord,Order,money_only,True,False
LTB-L-100293-25,L1,landlord,Order,other,False,False
LTB-L-100295-25,L1,landlord,Order,money_only,False,False
LTB-L-100300-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100320-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100326-25,L1,landlord,Order,other,False,False
LTB-L-100354-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-100373-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100382-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100392-25,L1,landlord,Order,withdrawn,False,False
LTB-L-100412-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-100417-25,L1,landlord,Order,money_only,True,False
LTB-L-100419-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100437-25,L1,landlord,Order,money_only,True,False
LTB-L-100441-25,L1,landlord,Order,withdrawn,False,False
LTB-L-100460-25,L1,landlord,Order,other,False,False
LTB-L-100477-25,L1,landlord,ExParte Order,other,False,False
LTB-L-100491-25,L1,landlord,Order,terminated,True,True
LTB-L-100520-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100531-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100553-25,L1,landlord,Order,money_only,True,False
LTB-L-100554-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100571-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100576-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100587-25,L1,landlord,Order,money_only,True,False
LTB-L-100600-25,L1,landlord,ExParte Order,other,False,False
LTB-L-100604-25,L1,landlord,Order,terminated,False,False
LTB-L-100647-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100677-25,L1,landlord,Order,terminated,False,False
LTB-L-100685-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100686-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-100695-24,L1,landlord,Review Order,other,False,False
LTB-L-100806-25,L1,landlord,Order,dismissed,False,False
LTB-L-100817-25,L1,landlord,Order,money_only,True,False
LTB-L-100820-25,L1,landlord,Order,terminated,True,True
LTB-L-100837-25,L1,landlord,Order,terminated,False,False
LTB-L-100887-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-100899-25,L1,landlord,Order,terminated,True,True
LTB-L-100909-25,L1,landlord,Order,terminated,False,False
LTB-L-100956-25,L1,landlord,Order,money_only,True,False
LTB-L-100983-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101062-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101081-25,L1,landlord,Order,money_only,True,False
LTB-L-101105-25,L1,landlord,Order,terminated,True,True
LTB-L-101170-25,L1,landlord,Order,money_only,True,False
LTB-L-101176-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101179-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101183-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101184-25,L1,landlord,Order,terminated,True,True
LTB-L-101192-25,L1,landlord,Order,dismissed,False,False
LTB-L-101214-25,L1,landlord,Order,other,False,False
LTB-L-101219-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-101240-25,L1,landlord,Order,other,False,False
LTB-L-101253-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101260-25,L1,landlord,Order,money_only,True,False
LTB-L-101267-25,L1,landlord,ExParte Order,other,False,False
LTB-L-101299-25,L1,landlord,Order,money_only,True,False
LTB-L-101308-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101316-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101358-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101363-25,L1,landlord,Order,dismissed,False,False
LTB-L-101383-25,L1,landlord,Order,money_only,False,False
LTB-L-101403-25,L1,landlord,Order,money_only,False,False
LTB-L-101404-25,L1,landlord,Order,money_only,True,False
LTB-L-101456-25,L1,landlord,Order,money_only,False,False
LTB-L-101461-25,L1,landlord,Order,other,False,False
LTB-L-101463-25,L1,landlord,Order,money_only,True,False
LTB-L-101468-25,L1,landlord,Order,terminated,True,True
LTB-L-101490-25,L1,landlord,Order,money_only,False,False
LTB-L-101512-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101519-25,L1,landlord,Order,money_only,True,False
LTB-L-101530-25,L1,landlord,Order,money_only,True,False
LTB-L-101541-25,L1,landlord,ExParte Order,other,False,False
LTB-L-101542-25,L1,landlord,Amended Order,terminated_voidable,False,True
LTB-L-101552-25,L1,landlord,Order,money_only,False,False
LTB-L-101576-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101597-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101598-25,L1,landlord,Order,terminated,True,True
LTB-L-101617-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101624-25,L1,landlord,Order,dismissed,False,False
LTB-L-101654-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-101657-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-101700-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101724-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-101739-25,L1,landlord,Order,terminated,True,True
LTB-L-101760-25,L1,landlord,Order,money_only,True,False
LTB-L-101761-25,L1,landlord,Order,dismissed,False,False
LTB-L-101804-25,L1,landlord,Order,other,False,False
LTB-L-101824-25,L1,landlord,Order,other,False,False
LTB-L-101827-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101854-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101867-25,L1,landlord,Order,other,False,False
LTB-L-101877-25,L1,landlord,ExParte Order,other,False,False
LTB-L-101893-25,L1,landlord,Order,money_only,True,False
LTB-L-101899-25,L1,landlord,Order,other,False,False
LTB-L-101912-25,L1,landlord,Order,money_only,True,False
LTB-L-101915-25,L1,landlord,Order,terminated,False,False
LTB-L-101925-25,L1,landlord,ExParte Order,other,False,False
LTB-L-101926-25,L1,landlord,Order,money_only,False,False
LTB-L-101930-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-101943-25,L1,landlord,Order,money_only,True,False
LTB-L-101988-25,L1,landlord,Order,money_only,False,False
LTB-L-102026-25,L1,landlord,ExParte Order,other,False,False
LTB-L-102043-25,L1,landlord,Order,terminated,False,False
LTB-L-102058-25,L1,landlord,Order,other,False,False
LTB-L-102066-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102083-25,L1,landlord,ExParte Order,other,False,False
LTB-L-102103-25,L1,landlord,Order,money_only,True,False
LTB-L-102116-25,L1,landlord,Order,other,False,False
LTB-L-102123-25,L1,landlord,Order,terminated,True,False
LTB-L-102158-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102167-25,L1,landlord,ExParte Order,other,False,False
LTB-L-102188-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102202-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102209-25,L1,landlord,Order,money_only,True,False
LTB-L-102306-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-102310-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102314-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102325-25,L1,landlord,Order,money_only,False,False
LTB-L-102328-25,L1,landlord,Order,money_only,True,False
LTB-L-102365-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-102369-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102371-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102376-25,L1,landlord,Order,money_only,True,False
LTB-L-102390-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102434-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102442-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-102461-25,L1,landlord,Order,terminated,False,False
LTB-L-102464-25,L1,landlord,Order,money_only,True,False
LTB-L-102465-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-102489-25,L1,landlord,Order,money_only,True,False
LTB-L-102518-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-102521-25,L1,landlord,Order,other,False,False
LTB-L-102522-25,L1,landlord,Order,money_only,True,False
LTB-L-102524-25,L1,landlord,Review Order,other,False,False
LTB-L-102564-25,L1,landlord,Order,money_only,False,False
LTB-L-102580-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102598-25,L1,landlord,Order,money_only,True,False
LTB-L-102606-25,L1,landlord,ExParte Order,other,False,False
LTB-L-102624-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102641-25,L1,landlord,ExParte Order,other,False,False
LTB-L-102658-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-102693-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102716-25,L1,landlord,Order,dismissed,False,False
LTB-L-102730-25,L1,landlord,Order,money_only,True,False
LTB-L-102732-25,L1,landlord,Order,money_only,True,False
LTB-L-102754-25,L1,landlord,Order,money_only,True,False
LTB-L-102776-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-102789-24,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102811-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102813-25,L1,landlord,Order,other,False,False
LTB-L-102814-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102845-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102846-25,L1,landlord,Order,other,False,False
LTB-L-102857-25,L1,landlord,Order,money_only,True,False
LTB-L-102863-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-102874-25,L1,landlord,Order,dismissed,False,False
LTB-L-102903-25,L1,landlord,ExParte Order,other,False,False
LTB-L-102922-25,L1,landlord,Order,money_only,True,False
LTB-L-102929-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-102933-25,L1,landlord,Order,terminated,True,True
LTB-L-102950-25,L1,landlord,ExParte Order,other,False,False
LTB-L-102983-25,L1,landlord,ExParte Order,other,False,False
LTB-L-102998-25,L1,landlord,Order,money_only,True,False
LTB-L-103008-25,L1,landlord,Order,other,False,False
LTB-L-103016-25,L1,landlord,ExParte Order,other,False,False
LTB-L-103032-25,L1,landlord,Order,money_only,False,False
LTB-L-103038-25,L1,landlord,Order,money_only,True,False
LTB-L-103043-25,L1,landlord,Order,money_only,True,False
LTB-L-103044-25,L1,landlord,Order,other,False,False
LTB-L-103061-25,L1,landlord,ExParte Order,other,False,False
LTB-L-103062-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103075-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-103092-25,L1,landlord,Order,other,False,False
LTB-L-103098-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-103101-25,L1,landlord,Order,money_only,True,False
LTB-L-103106-25,L1,landlord,Order,money_only,True,False
LTB-L-103114-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103117-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103135-25,L1,landlord,Order,money_only,True,False
LTB-L-103160-25,L1,landlord,Order,other,False,False
LTB-L-103173-25,L1,landlord,Order,other,True,False
LTB-L-103189-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103190-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103201-25,L1,landlord,Order,money_only,True,False
LTB-L-103202-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103252-25,L1,landlord,Order,money_only,True,False
LTB-L-103267-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103271-25,L1,landlord,Order,terminated,False,False
LTB-L-103294-25,L1,landlord,Amended Order,terminated_voidable,False,True
LTB-L-103300-25,L1,landlord,Order,other,False,False
LTB-L-103301-25,L1,landlord,Order,terminated,False,True
LTB-L-103303-25,L1,landlord,Order,terminated,True,True
LTB-L-103350-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103423-25,L1,landlord,Order,other,False,False
LTB-L-103493-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103512-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103516-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-103521-25,L1,landlord,Review Order,other,True,False
LTB-L-103525-25,L1,landlord,ExParte Order,other,False,False
LTB-L-103526-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103556-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103579-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103591-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103601-25,L1,landlord,Order,other,False,False
LTB-L-103613-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103617-25,L1,landlord,Order,terminated,False,True
LTB-L-103661-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-103690-25,L1,landlord,Order,money_only,True,False
LTB-L-103713-25,L1,landlord,ExParte Order,other,False,False
LTB-L-103727-25,L1,landlord,Order,terminated,True,True
LTB-L-103734-25,L1,landlord,Order,other,False,False
LTB-L-103739-25,L1,landlord,Order,terminated,False,True
LTB-L-103751-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103781-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-103788-25,L1,landlord,ExParte Order,other,False,False
LTB-L-103791-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103822-25,L1,landlord,Review Order,terminated_voidable,True,True
LTB-L-103834-25,L1,landlord,Order,other,False,False
LTB-L-103842-25,L1,landlord,ExParte Order,other,False,False
LTB-L-103844-25,L1,landlord,Order,other,False,False
LTB-L-103850-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103899-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103905-25,L1,landlord,Order,other,False,False
LTB-L-103910-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-103913-25,L1,landlord,Order,money_only,True,False
LTB-L-103939-25,L1,landlord,Order,money_only,True,False
LTB-L-103941-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103950-25,L1,landlord,ExParte Order,other,False,False
LTB-L-103956-25,L1,landlord,Amended Order,money_only,True,False
LTB-L-103975-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-103982-25,L1,landlord,Order,other,False,False
LTB-L-104005-25,L1,landlord,Review Order,dismissed,False,False
LTB-L-104005-25,L1,landlord,Review Order,dismissed,False,False
LTB-L-104017-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104040-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104047-25,L1,landlord,Order,money_only,True,False
LTB-L-104081-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104082-25,L1,landlord,Order,money_only,True,False
LTB-L-104083-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-104088-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-104103-25,L1,landlord,Order,terminated,False,False
LTB-L-104111-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-104122-25,L1,landlord,Order,money_only,True,False
LTB-L-104166-25,L1,landlord,ExParte Order,other,False,False
LTB-L-104182-25,L1,landlord,Order,terminated,True,True
LTB-L-104230-25,L1,landlord,Order,other,False,False
LTB-L-104240-25,L1,landlord,Order,other,True,False
LTB-L-104259-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104301-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104340-25,L1,landlord,Order,other,False,False
LTB-L-104348-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-104359-25,L1,landlord,Order,money_only,True,False
LTB-L-104361-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104407-25,L1,landlord,Order,money_only,True,False
LTB-L-104513-25,L1,landlord,ExParte Order,other,False,False
LTB-L-104542-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-104545-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104570-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104573-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-104589-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-104590-25,L1,landlord,ExParte Order,other,False,False
LTB-L-104592-25,L1,landlord,Order,money_only,False,False
LTB-L-104607-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104611-25,L1,landlord,ExParte Order,other,False,False
LTB-L-104675-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104698-25,L1,landlord,Order,dismissed,False,False
LTB-L-104728-25,L1,landlord,Order,money_only,True,False
LTB-L-104749-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104767-25,L1,landlord,Order,money_only,False,False
LTB-L-104771-25,L1,landlord,Order,money_only,True,False
LTB-L-104773-25,L1,landlord,Order,dismissed,False,False
LTB-L-104775-25,L1,landlord,Order,terminated,False,False
LTB-L-104777-25,L1,landlord,Order,other,False,False
LTB-L-104783-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104789-25,L1,landlord,Order,money_only,True,False
LTB-L-104790-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104819-25,L1,landlord,Order,money_only,True,False
LTB-L-104825-25,L1,landlord,Order,money_only,False,False
LTB-L-104856-25,L1,landlord,Order,money_only,False,False
LTB-L-104869-25,L1,landlord,Order,other,False,False
LTB-L-104870-25,L1,landlord,ExParte Order,withdrawn,False,False
LTB-L-104879-25,L1,landlord,Order,money_only,True,False
LTB-L-104891-25,L1,landlord,Order,money_only,True,False
LTB-L-104927-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-104980-25,L1,landlord,Order,money_only,False,False
LTB-L-104985-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-105004-25,L1,landlord,Order,money_only,True,False
LTB-L-105010-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105042-25,L1,landlord,Order,money_only,True,False
LTB-L-105059-25,L1,landlord,Order,terminated,False,False
LTB-L-105066-25,L1,landlord,Order,other,False,False
LTB-L-105082-25,L1,landlord,Order,money_only,False,False
LTB-L-105098-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105113-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105120-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105156-25,L1,landlord,Order,money_only,True,False
LTB-L-105159-25,L1,landlord,Order,money_only,True,False
LTB-L-105168-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105217-25,L1,landlord,Order,terminated_voidable,True,True
LTB-L-105241-25,L1,landlord,Order,other,False,False
LTB-L-105244-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105258-25,L1,landlord,Order,terminated,True,False
LTB-L-105264-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105282-25,L1,landlord,Order,money_only,True,False
LTB-L-105301-25,L1,landlord,Order,terminated,False,False
LTB-L-105380-25,L1,landlord,Review Order,money_only,True,False
LTB-L-105403-25,L1,landlord,Order,money_only,True,False
LTB-L-105404-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105419-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105426-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105453-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105469-25,L1,landlord,Amended Order,money_only,True,False
LTB-L-105478-25,L1,landlord,Order,other,False,False
LTB-L-105501-25,L1,landlord,Order,terminated,False,False
LTB-L-105526-25,L1,landlord,Order,terminated_voidable,False,True
LTB-L-105534-25,L1,landlord,Review Order,other,False,False
