csduid,name,fsa_count,population,households_renter,total_applications,landlord_filed,tenant_filed,coop_filed,total_applications_per_10k,landlord_filed_per_10k,tenant_filed_per_10k,total_applications_per_1k_renter,landlord_filed_per_1k_renter,tenant_filed_per_1k_renter
3546015,Minden Hills,0.15,6971,423,10.3,8.8,1.5,0.0,14.82,12.64,2.18,24.45,20.86,3.59
3537003,Leamington,1.03,29680,3300,43.8,36.4,4.5,3.0,14.77,12.25,1.51,13.28,11.02,1.35
3523025,Centre Wellington,1.16,31093,2355,45.7,39.6,6.1,0.0,14.69,12.72,1.95,19.39,16.8,2.58
3502025,The Nation / La Nation,0.35,13350,1050,19.6,16.4,3.2,0.0,14.67,12.25,2.42,18.65,15.57,3.08
3524015,Halton Hills,2.18,62951,5581,92.3,59.5,30.8,2.0,14.66,9.45,4.89,16.54,10.66,5.52
3518017,Clarington,3.59,101427,5081,148.3,112.1,33.2,3.0,14.62,11.05,3.27,29.18,22.06,6.53
3541015,Huron-Kinloss,0.2,7723,604,11.2,9.7,1.5,0.0,14.52,12.61,1.91,18.57,16.13,2.45
3518005,Ajax,3.0,126666,6449,183.3,145.5,37.7,0.0,14.47,11.49,2.98,28.42,22.57,5.85
3501020,South Dundas,0.23,11044,753,15.9,13.0,2.9,0.0,14.41,11.8,2.61,21.13,17.31,3.83
3530010,Cambridge,5.2,138479,8709,194.8,165.2,28.4,1.2,14.07,11.93,2.05,22.37,18.97,3.26
3515044,Trent Lakes,0.13,6439,467,9.1,7.7,1.4,0.0,14.06,11.93,2.12,19.39,16.46,2.93
3501030,North Dundas,0.22,11304,721,15.9,13.1,2.8,0.0,14.03,11.55,2.48,21.99,18.1,3.89
3518039,Brock,0.75,12567,603,17.6,13.6,4.0,0.0,14.01,10.86,3.15,29.19,22.62,6.57
3526021,West Lincoln,0.41,15454,1372,21.6,13.6,8.0,0.0,14.0,8.83,5.17,15.77,9.95,5.82
3543014,Bradford West Gwillimbury,1.07,42880,2267,59.8,47.5,12.2,0.0,13.93,11.08,2.86,26.36,20.96,5.4
3544018,Bracebridge,0.9,17305,1353,23.3,20.6,2.7,0.0,13.46,11.91,1.55,17.22,15.23,1.99
3539018,Munsee-Delaware Nation 1,0.01,129,13,0.2,0.1,0.0,0.0,13.46,10.29,3.17,,,
3523008,Guelph,3.72,143740,10450,186.2,137.4,43.8,4.9,12.95,9.56,3.05,17.82,13.15,4.2
3541032,Brockton,0.1,9784,671,12.6,10.9,1.7,0.0,12.88,11.11,1.77,18.77,16.19,2.58
3512020,Stirling-Rawdon,0.05,5015,332,6.5,5.1,1.3,0.0,12.87,10.25,2.61,19.42,15.48,3.94
3512058,Faraday,0.03,1612,115,2.1,1.7,0.3,0.0,12.78,10.83,1.95,17.93,15.19,2.74
3519028,Vaughan,7.02,323103,14705,405.1,328.8,76.3,0.0,12.54,10.18,2.36,27.55,22.36,5.19
3542037,Chatsworth,0.17,7080,610,8.8,7.6,1.2,0.0,12.37,10.74,1.63,14.36,12.47,1.89
3528018,Haldimand County,2.49,49216,2927,59.6,53.3,6.4,0.0,12.11,10.82,1.29,20.37,18.2,2.17
3540010,Bluewater,0.11,7540,579,9.1,7.8,1.3,0.0,12.06,10.4,1.66,15.7,13.54,2.16
3523017,Erin,0.87,11981,710,14.5,10.4,4.0,0.0,12.06,8.7,3.36,20.36,14.68,5.68
3519046,Aurora,1.0,62057,4040,74.2,51.1,19.0,4.0,11.95,8.24,3.07,18.35,12.65,4.71
3523033,Mapleton,0.15,10839,732,12.9,10.6,2.2,0.0,11.86,9.82,2.03,17.55,14.54,3.01
3539005,Southwest Middlesex,0.21,5893,510,7.0,5.3,1.6,0.0,11.83,9.05,2.78,13.69,10.47,3.22
3532045,Blandford-Blenheim,0.27,7565,476,8.9,6.5,2.4,0.0,11.75,8.62,3.12,18.67,13.69,4.95
3549043,Magnetawan,0.13,1753,133,2.1,1.8,0.3,0.0,11.73,10.24,1.49,15.46,13.5,1.96
3534030,Dutton/Dunwich,0.14,4152,354,4.8,3.7,1.1,0.0,11.67,8.93,2.75,13.68,10.46,3.22
3519048,Newmarket,1.42,87942,4350,101.6,83.5,17.7,0.4,11.55,9.5,2.01,23.36,19.2,4.07
3549012,McMurrich/Monteith,0.07,907,68,1.0,0.9,0.1,0.0,11.55,10.11,1.44,,,
3537016,Essex,0.98,21216,1057,24.4,20.0,4.4,0.0,11.51,9.43,2.08,23.1,18.92,4.18
3539027,Thames Centre,0.65,13980,763,15.7,12.5,3.1,0.1,11.2,8.98,2.19,20.52,16.44,4.0
3541043,Arran-Elderslie,0.12,6913,496,7.7,6.7,1.0,0.0,11.19,9.7,1.49,15.59,13.51,2.08
3537013,Kingsville,1.29,22119,1385,24.6,23.0,1.6,0.0,11.13,10.42,0.71,17.78,16.64,1.14
3518020,Scugog,1.56,21581,1138,23.9,18.8,3.1,2.0,11.09,8.73,1.45,21.03,16.55,2.75
3537028,Amherstburg,1.05,23524,1381,26.0,22.7,1.3,2.0,11.05,9.64,0.57,18.83,16.42,0.98
3547020,"Brudenell, Lyndoch and Raglan",0.1,1552,196,1.7,1.4,0.3,0.0,11.02,9.08,1.94,8.73,7.19,1.54
3558074,Sand Point First Nation,0.0,5,0,0.0,0.0,0.0,0.0,10.99,10.38,0.61,,,
3519044,Whitchurch-Stouffville,0.99,49864,2034,54.7,37.5,17.2,0.0,10.97,7.52,3.44,26.9,18.44,8.44
3512026,Centre Hastings,0.04,4801,271,5.3,4.2,1.1,0.0,10.96,8.74,2.23,19.42,15.48,3.95
3554006,Latchford,0.02,355,36,0.4,0.3,0.1,0.0,10.87,8.28,2.59,,,
3528052,Norfolk County,3.01,67490,5045,72.1,59.2,12.4,0.5,10.69,8.77,1.83,14.3,11.74,2.45
3549077,Dokis 9,0.0,201,9,0.2,0.2,0.0,0.0,10.43,7.96,2.37,,,
3536029,Moravian 47,0.0,328,17,0.3,0.3,0.1,0.0,10.42,8.73,1.69,,,
3519036,Markham,8.01,338503,20283,352.1,264.1,88.0,0.0,10.4,7.8,2.6,17.36,13.02,4.34
3534042,West Elgin,0.15,5060,383,5.2,4.0,1.2,0.0,10.37,7.93,2.44,13.69,10.47,3.22
3515030,Havelock-Belmont-Methuen,0.07,5083,293,5.3,4.5,0.8,0.0,10.35,8.77,1.58,17.93,15.19,2.74
3538035,Plympton-Wyoming,0.2,8308,509,8.6,6.7,1.9,0.0,10.33,8.08,2.25,16.86,13.19,3.67
3543052,Orillia,0.17,33411,1040,34.4,28.7,5.5,0.2,10.28,8.59,1.64,33.03,27.61,5.26
3560034,Sioux Lookout,1.0,5839,745,6.0,4.0,2.0,0.0,10.28,6.85,3.43,8.06,5.37,2.68
3551028,Burpee and Mills,0.04,382,58,0.4,0.3,0.1,0.0,10.07,7.83,2.24,,,
3554066,Gauthier,0.01,151,6,0.2,0.1,0.0,0.0,10.04,9.27,0.77,,,
3502023,Alfred and Plantagenet,0.33,9949,582,9.9,7.6,2.3,0.0,9.99,7.68,2.31,17.06,13.13,3.94
3554057,Matachewan 72,0.0,66,2,0.1,0.1,0.0,0.0,9.98,9.21,0.77,,,
3543074,Midland,0.33,17817,880,17.6,14.0,2.9,0.6,9.87,7.86,1.64,19.97,15.91,3.33
3554034,Hilliard,0.01,215,20,0.2,0.2,0.1,0.0,9.78,7.45,2.33,,,
3552051,Whitefish Lake 6,0.01,412,18,0.4,0.3,0.1,0.0,9.65,7.32,2.25,,,
3531040,North Perth,0.55,15538,1120,14.8,12.5,2.3,0.0,9.51,8.03,1.48,13.2,11.14,2.05
3534005,Bayham,0.24,7096,375,6.7,5.2,1.3,0.2,9.51,7.4,1.86,17.98,13.98,3.52
3530020,Wilmot,0.84,21429,940,20.3,17.3,3.0,0.0,9.49,8.07,1.42,21.62,18.39,3.23
3523050,Wellington North,0.09,12431,626,11.7,10.1,1.6,0.0,9.45,8.15,1.3,18.76,16.19,2.57
3549024,Ryerson,0.04,745,46,0.7,0.6,0.1,0.0,9.42,8.25,1.18,,,
3526065,Grimsby,1.0,28883,1955,27.0,19.0,8.0,0.0,9.35,6.58,2.77,13.81,9.72,4.09
3501011,South Stormont,0.26,13570,796,12.7,10.7,2.0,0.0,9.34,7.86,1.48,15.92,13.39,2.52
3544053,Muskoka Lakes,1.07,7652,582,7.1,5.8,1.1,0.2,9.34,7.64,1.38,12.27,10.03,1.81
3521024,Caledon,3.0,76581,2534,71.2,57.2,14.1,0.0,9.3,7.46,1.84,28.11,22.56,5.55
3548013,Papineau-Cameron,0.03,982,51,0.9,0.6,0.3,0.0,9.29,5.81,3.48,,,
3537048,Tecumseh,1.06,23300,856,21.6,15.5,1.9,4.1,9.26,6.67,0.82,25.2,18.13,2.23
3534021,St. Thomas,0.79,42840,2554,39.5,32.3,7.0,0.1,9.22,7.55,1.63,15.46,12.66,2.74
3543009,Springwater,1.27,21701,815,19.8,15.5,4.4,0.0,9.14,7.12,2.01,24.32,18.96,5.34
3532042,Woodstock,2.07,46705,2482,42.1,37.0,4.0,1.1,9.02,7.92,0.87,16.96,14.89,1.63
3531025,West Perth,0.39,9038,701,8.1,7.7,0.4,0.0,8.97,8.54,0.43,11.57,11.02,0.55
3540005,South Huron,0.14,10063,593,9.0,7.9,1.2,0.0,8.96,7.8,1.16,15.22,13.25,1.97
3547076,Petawawa,1.02,18160,2380,16.3,13.0,3.3,0.0,8.96,7.15,1.81,6.84,5.46,1.38
3554001,Coleman,0.02,517,43,0.5,0.3,0.1,0.0,8.88,6.76,2.11,,,
3544042,Huntsville,0.81,21147,1019,18.7,15.8,2.9,0.0,8.86,7.47,1.39,18.38,15.49,2.89
3526028,Pelham,0.21,18192,665,15.9,12.3,3.5,0.0,8.73,6.78,1.95,23.9,18.56,5.33
3518029,Uxbridge,1.51,21556,1615,18.5,14.8,3.6,0.0,8.57,6.88,1.69,11.44,9.18,2.25
3541055,South Bruce Peninsula,0.17,9137,559,7.7,6.7,1.0,0.0,8.39,7.29,1.09,13.71,11.92,1.79
3526047,Niagara-on-the-Lake,0.21,19088,677,15.9,12.3,3.6,0.0,8.33,6.44,1.89,23.47,18.15,5.32
3556033,Abitibi 70,0.0,156,5,0.1,0.1,0.0,0.0,8.21,7.58,0.63,,,
3554054,Chamberlain,0.01,311,24,0.3,0.2,0.1,0.0,8.19,6.24,1.95,,,
3529021,New Credit (Part) 40A,0.02,609,30,0.5,0.4,0.1,0.0,8.05,7.12,0.93,,,
3551027,Gordon/Barrie Island,0.05,613,74,0.5,0.4,0.1,0.0,7.95,6.18,1.77,,,
3540055,North Huron,0.03,5052,212,3.9,3.4,0.5,0.0,7.81,6.74,1.07,18.63,16.08,2.55
3552026,Espanola,1.0,5185,560,4.0,4.0,0.0,0.0,7.71,7.71,0.0,7.14,7.14,0.0
3556014,Black River-Matheson,0.07,2572,72,2.0,1.8,0.2,0.0,7.6,7.0,0.6,,,
3549072,Shawanaga 17,0.04,155,5,0.1,0.1,0.0,0.0,7.57,7.57,0.0,,,
3512004,Tyendinaga Mohawk Territory,0.01,2535,92,1.9,1.5,0.4,0.0,7.37,5.87,1.48,,,
3559089,Sturgeon Falls 23,0.0,10,0,0.0,0.0,0.0,0.0,7.37,5.89,1.47,,,
3528035,New Credit (Part) 40A,0.0,166,8,0.1,0.1,0.0,0.0,7.36,6.51,0.85,,,
3523043,Minto,0.05,9094,354,6.6,5.7,0.9,0.0,7.31,6.3,1.0,18.76,16.19,2.57
3541057,Saugeen 29,0.01,784,42,0.6,0.5,0.1,0.0,7.3,6.34,0.95,,,
3543021,Essa,0.62,22970,1183,16.8,12.8,4.0,0.0,7.29,5.55,1.74,14.16,10.78,3.38
3549054,Machar,0.04,969,45,0.7,0.6,0.1,0.0,7.17,6.27,0.9,,,
3514014,Cramahe,0.04,6509,235,4.6,3.6,0.9,0.0,7.02,5.59,1.43,19.42,15.48,3.95
3559047,Lake of the Woods,0.04,308,14,0.2,0.2,0.0,0.0,6.97,5.58,1.4,,,
3539015,Strathroy-Caradoc,0.52,23871,1041,16.4,14.0,2.4,0.0,6.86,5.85,1.01,15.73,13.41,2.32
3549005,The Archipelago,0.64,979,158,0.7,0.7,0.0,0.0,6.82,6.76,0.06,4.23,4.19,0.04
3537034,LaSalle,1.83,32721,927,22.1,18.3,3.8,0.0,6.76,5.59,1.17,23.86,19.72,4.14
3524009,Milton,2.34,132979,4444,88.7,64.2,24.6,0.0,6.67,4.82,1.85,19.97,14.44,5.53
3530027,Wellesley,0.13,11318,473,7.6,5.9,1.7,0.0,6.67,5.18,1.5,15.98,12.4,3.58
3537064,Lakeshore,1.61,40410,1342,26.9,20.8,4.3,1.8,6.65,5.14,1.06,20.03,15.48,3.19
3538040,Lambton Shores,0.14,11876,488,7.9,6.5,1.3,0.0,6.61,5.48,1.13,16.08,13.33,2.75
3539060,Lucan Biddulph,0.05,5680,238,3.7,3.2,0.5,0.0,6.57,5.66,0.9,15.7,13.54,2.16
3559069,Rainy Lake 17B,0.0,5,0,0.0,0.0,0.0,0.0,6.57,5.25,1.31,,,
3507052,Merrickville-Wolford,0.08,3135,158,2.0,1.8,0.2,0.0,6.54,5.78,0.75,13.01,11.51,1.5
3552031,Nairn and Hyman,0.0,373,11,0.2,0.2,0.1,0.0,6.45,4.92,1.46,,,
3552053,Chapleau 74A,0.0,17,0,0.0,0.0,0.0,0.0,6.41,4.89,1.45,,,
3554024,Kerns,0.01,330,19,0.2,0.2,0.0,0.0,6.25,4.76,1.49,,,
3543007,New Tecumseth,0.74,43948,1363,27.1,23.1,4.0,0.0,6.16,5.26,0.91,19.88,16.96,2.92
3560010,Kenora,0.75,14967,1225,9.0,9.0,0.0,0.0,5.99,5.99,0.0,7.32,7.32,0.0
3549036,Carling,0.3,1491,37,0.9,0.9,0.0,0.0,5.95,5.95,0.0,,,
3551021,Billings,0.05,753,68,0.4,0.3,0.1,0.0,5.92,4.61,1.32,,,
3554042,James,0.01,348,19,0.2,0.2,0.0,0.0,5.87,4.47,1.4,,,
3507015,Brockville,0.09,22116,427,12.8,10.9,1.8,0.1,5.8,4.95,0.8,30.0,25.62,4.17
3547090,Laurentian Hills,0.1,2885,193,1.7,1.4,0.3,0.0,5.79,4.77,1.03,8.68,7.14,1.54
3554062,Larder Lake,0.02,745,16,0.4,0.4,0.0,0.0,5.73,5.28,0.44,,,
3502008,Hawkesbury,0.11,10194,279,5.8,4.6,1.2,0.0,5.68,4.5,1.18,20.78,16.47,4.31
3554029,Casey,0.01,341,18,0.2,0.1,0.0,0.0,5.48,4.17,1.3,,,
3557040,The North Shore,0.03,531,25,0.3,0.3,0.0,0.0,5.24,5.23,0.01,,,
3556052,Fauquier-Strickland,0.01,467,18,0.2,0.2,0.0,0.0,5.23,4.25,0.98,,,
3512061,Bancroft,0.03,4065,116,2.1,1.8,0.3,0.0,5.13,4.35,0.78,17.93,15.19,2.74
3551001,Tehkummah,0.03,450,35,0.2,0.2,0.1,0.0,5.08,3.95,1.13,,,
3514027,Alderville First Nation,0.0,542,14,0.3,0.2,0.1,0.0,5.05,4.02,1.03,,,
3514004,Brighton,0.05,12108,296,6.0,4.8,1.1,0.0,4.93,3.99,0.94,20.17,16.32,3.85
3514045,Trent Hills,0.07,13861,363,6.8,5.6,1.2,0.0,4.89,4.02,0.87,18.65,15.33,3.32
3549076,French River 13,0.02,137,3,0.1,0.1,0.0,0.0,4.84,4.23,0.61,,,
3552023,Sables-Spanish Rivers,0.17,3237,232,1.5,1.2,0.3,0.0,4.74,3.68,1.05,6.59,5.13,1.47
3543031,Collingwood,0.17,24811,567,11.7,9.4,2.3,0.0,4.72,3.8,0.91,20.65,16.64,4.01
3547033,"Killaloe, Hagarty and Richards",0.06,2410,122,1.1,0.9,0.2,0.0,4.54,3.73,0.81,8.94,7.34,1.6
3551011,Assiginack,0.05,1008,69,0.5,0.4,0.1,0.0,4.54,3.53,1.01,,,
3531011,Stratford,1.12,33232,923,15.0,14.2,0.6,0.2,4.5,4.28,0.18,16.22,15.4,0.66
3547030,Madawaska Valley,0.1,3927,203,1.8,1.5,0.3,0.0,4.5,3.71,0.8,8.72,7.18,1.54
3532004,Tillsonburg,0.17,18615,440,8.4,7.4,0.7,0.3,4.5,3.95,0.37,19.07,16.73,1.56
3557001,Jocelyn,0.01,314,12,0.1,0.1,0.0,0.0,4.48,4.48,0.0,,,
3551006,Central Manitoulin,0.11,2235,150,1.0,0.8,0.2,0.0,4.42,3.44,0.98,6.59,5.13,1.47
3549019,Armour,0.04,1459,41,0.6,0.6,0.1,0.0,4.32,3.78,0.54,,,
3549071,Nipissing,0.02,1769,42,0.8,0.5,0.3,0.0,4.27,2.68,1.59,,,
3557078,Gros Cap 49,0.0,63,1,0.0,0.0,0.0,0.0,4.1,3.69,0.41,,,
3548022,Calvin,0.01,557,13,0.2,0.1,0.1,0.0,4.09,2.56,1.53,,,
3554049,Evanturel,0.01,502,19,0.2,0.2,0.0,0.0,4.08,3.11,0.97,,,
3549046,Strong,0.04,1566,41,0.6,0.6,0.1,0.0,4.03,3.52,0.5,,,
3554026,Harley,0.01,524,20,0.2,0.2,0.0,0.0,4.0,3.05,0.95,,,
3560079,Webequie,0.01,723,11,0.3,0.3,0.0,0.0,3.95,3.73,0.22,,,
3556073,Opasatika,0.0,200,6,0.1,0.1,0.0,0.0,3.95,3.21,0.74,,,
3554021,Hudson,0.01,530,20,0.2,0.2,0.0,0.0,3.95,3.01,0.94,,,
3510020,South Frontenac,0.2,20188,368,8.0,6.6,1.4,0.0,3.94,3.25,0.69,21.63,17.83,3.8
3560008,Sioux Narrows-Nestor Falls,0.06,727,11,0.3,0.2,0.1,0.0,3.91,2.34,1.56,,,
3554014,Harris,0.01,530,19,0.2,0.2,0.0,0.0,3.9,2.97,0.93,,,
3557072,Serpent River 7,0.02,351,21,0.1,0.1,0.0,0.0,3.89,3.03,0.86,,,
3552001,French River / Rivière des Français,0.01,2828,48,1.1,0.8,0.2,0.0,3.86,2.95,0.88,,,
3547035,Bonnechere Valley,0.09,3898,172,1.5,1.2,0.3,0.0,3.86,3.18,0.68,8.72,7.18,1.54
3542059,Owen Sound,0.07,21612,306,7.8,6.6,1.2,0.0,3.59,3.04,0.54,25.31,21.47,3.84
3557019,Plummer Additional,0.02,757,23,0.3,0.3,0.0,0.0,3.41,3.41,0.0,,,
3552004,St.-Charles,0.0,1357,20,0.5,0.4,0.1,0.0,3.4,2.59,0.77,,,
3558075,Greenstone,0.03,4309,54,1.5,1.4,0.1,0.0,3.39,3.2,0.19,,,
3538018,Oil Springs,0.01,647,13,0.2,0.2,0.0,0.0,3.3,2.57,0.72,,,
3551017,Northeastern Manitoulin and the Islands,0.09,2641,130,0.9,0.7,0.2,0.0,3.24,2.52,0.72,6.59,5.13,1.47
3514021,Cobourg,0.13,20519,389,6.6,5.5,1.2,0.0,3.23,2.66,0.57,17.03,14.02,3.01
3557004,Hilton,0.01,382,11,0.1,0.1,0.0,0.0,3.23,3.23,0.0,,,
3543072,Penetanguishene,0.11,10077,135,3.2,2.8,0.4,0.0,3.19,2.83,0.35,23.74,21.06,2.63
3515003,Asphodel-Norwood,0.02,4658,82,1.5,1.2,0.2,0.0,3.14,2.66,0.48,,,
3557096,Hornepayne,0.0,968,13,0.3,0.2,0.1,0.0,3.14,2.39,0.71,,,
3552052,Mattagami 71,0.0,210,3,0.1,0.0,0.0,0.0,3.09,2.36,0.7,,,
3554044,Charlton and Dack,0.01,686,20,0.2,0.2,0.1,0.0,3.09,2.35,0.74,,,
3502048,Russell,1.04,19598,584,6.0,5.5,0.5,0.0,3.05,2.8,0.25,10.25,9.41,0.84
3557039,Spanish,0.02,670,30,0.2,0.2,0.0,0.0,3.0,2.33,0.67,,,
3558034,Dorion,0.0,375,4,0.1,0.1,0.0,0.0,2.99,2.79,0.2,,,
3557035,Huron Shores,0.05,1860,49,0.6,0.6,0.0,0.0,2.97,2.97,0.0,,,
3552028,Baldwin,0.02,579,25,0.2,0.1,0.0,0.0,2.82,2.2,0.63,,,
3549014,Perry,0.04,2650,46,0.7,0.6,0.1,0.0,2.67,2.33,0.34,,,
3554058,McGarry,0.01,579,6,0.2,0.1,0.0,0.0,2.67,2.46,0.21,,,
3552013,Markstay-Warren,0.01,2708,33,0.7,0.5,0.2,0.0,2.66,1.96,0.67,,,
3551043,Wikwemikong Unceded,0.08,2728,109,0.7,0.6,0.2,0.0,2.63,2.04,0.58,6.59,5.13,1.47
3551044,Sheshegwaning 20,0.0,127,5,0.0,0.0,0.0,0.0,2.63,2.05,0.59,,,
3559060,Neguaguon Lake 25D,0.0,118,1,0.0,0.0,0.0,0.0,2.59,2.45,0.14,,,
3548031,Chisholm,0.01,1312,19,0.3,0.2,0.1,0.0,2.55,1.59,0.96,,,
3559040,Dawson,0.02,399,7,0.1,0.1,0.0,0.0,2.54,2.03,0.51,,,
3557091,White River,0.0,557,6,0.1,0.1,0.0,0.0,2.53,1.94,0.57,,,
3542029,Hanover,0.07,7967,92,2.0,1.5,0.5,0.0,2.52,1.92,0.61,,,
3559012,Fort Frances,0.07,7466,66,1.9,1.7,0.1,0.0,2.49,2.31,0.18,,,
3532018,Ingersoll,0.1,13693,141,3.4,2.7,0.3,0.4,2.47,1.94,0.22,23.91,18.84,2.17
3558080,Ojibway Nation of Saugeen (Savant Lake),0.0,88,1,0.0,0.0,0.0,0.0,2.45,2.31,0.15,,,
3556031,Iroquois Falls,0.04,4418,39,1.1,1.0,0.1,0.0,2.38,2.19,0.19,,,
3548034,East Ferris,0.02,4946,61,1.2,0.9,0.2,0.0,2.33,1.86,0.46,,,
3551042,Sheguiandah 24,0.0,158,6,0.0,0.0,0.0,0.0,2.33,1.81,0.52,,,
3559031,Morley,0.02,493,7,0.1,0.1,0.0,0.0,2.33,1.87,0.47,,,
3552056,Chapleau Cree Fox Lake,0.0,62,1,0.0,0.0,0.0,0.0,2.21,1.69,0.5,,,
3559024,Chapple,0.03,763,11,0.2,0.1,0.0,0.0,2.19,1.76,0.44,,,
3551100,Zhiibaahaasing 19A,0.0,41,1,0.0,0.0,0.0,0.0,2.16,1.68,0.48,,,
3557038,Blind River,0.06,3422,62,0.7,0.7,0.0,0.0,2.07,2.07,0.0,,,
3538056,Kettle Point 44,0.01,1233,15,0.3,0.2,0.1,0.0,2.04,1.59,0.45,,,
3547056,Whitewater Region,0.08,7225,163,1.4,1.2,0.3,0.0,1.96,1.62,0.35,8.72,7.18,1.54
3507065,North Grenville,0.13,17964,257,3.4,3.0,0.4,0.0,1.89,1.67,0.22,13.22,11.67,1.55
3556077,Mattice-Val Côté,0.0,542,8,0.1,0.1,0.0,0.0,1.86,1.51,0.35,,,
3558065,Gull River 55,0.0,110,1,0.0,0.0,0.0,0.0,1.84,1.74,0.1,,,
3547002,Arnprior,0.07,9629,119,1.8,1.5,0.3,0.0,1.82,1.54,0.28,14.72,12.46,2.26
3557016,Johnson,0.01,749,12,0.1,0.1,0.0,0.0,1.82,1.82,0.0,,,
3554036,Armstrong,0.01,1199,19,0.2,0.2,0.0,0.0,1.71,1.3,0.41,,,
3558067,Ginoogaming First Nation,0.0,200,1,0.0,0.0,0.0,0.0,1.68,1.59,0.09,,,
3560052,Marten Falls 65,0.0,243,2,0.0,0.0,0.0,0.0,1.68,1.59,0.09,,,
3554038,Thornloe,0.0,92,1,0.0,0.0,0.0,0.0,1.65,1.26,0.39,,,
3548027,Bonfield,0.01,2146,19,0.3,0.2,0.1,0.0,1.61,1.01,0.6,,,
3560027,Dryden,0.11,7388,113,1.2,0.8,0.4,0.0,1.6,1.02,0.58,10.53,6.7,3.83
3557071,Sagamok,0.02,1110,27,0.2,0.1,0.0,0.0,1.58,1.23,0.35,,,
3558011,Oliver Paipoonge,0.8,6035,113,0.9,0.1,0.8,0.0,1.56,0.19,1.37,8.36,1.02,7.35
3541045,Saugeen Shores,0.05,15908,175,2.4,2.1,0.3,0.0,1.51,1.31,0.2,13.71,11.92,1.79
3558003,Fort William 52,0.0,964,8,0.1,0.1,0.0,0.0,1.49,1.41,0.08,,,
3551040,Whitefish River 4,0.01,457,10,0.1,0.1,0.0,0.0,1.46,1.14,0.33,,,
3509004,Smiths Falls,0.03,9254,54,1.3,1.2,0.2,0.0,1.44,1.28,0.16,,,
3560053,Fort Hope 64,0.0,977,5,0.1,0.1,0.0,0.0,1.35,1.28,0.08,,,
3557079,Dubreuilville,0.01,576,3,0.1,0.1,0.0,0.0,1.24,1.12,0.12,,,
3553040,Wahnapitei 11,0.0,124,1,0.0,0.0,0.0,0.0,1.22,0.93,0.28,,,
3557051,"Macdonald, Meredith and Aberdeen Additional",0.01,1513,8,0.2,0.2,0.0,0.0,1.21,1.07,0.13,,,
3556070,Val Rita-Harty,0.0,757,7,0.1,0.1,0.0,0.0,1.21,0.98,0.23,,,
3557076,Wawa,0.03,2705,15,0.3,0.3,0.0,0.0,1.19,1.07,0.12,,,
3509028,Carleton Place,0.04,12517,73,1.5,1.3,0.1,0.0,1.17,1.06,0.1,,,
3560100,Wawakapewin,0.0,16,0,0.0,0.0,0.0,0.0,1.09,0.82,0.27,,,
3549060,Powassan,0.01,3346,20,0.4,0.2,0.1,0.0,1.07,0.67,0.4,,,
3558019,Conmee,0.0,798,3,0.1,0.1,0.0,0.0,1.02,0.96,0.06,,,
3558012,Gillies,0.0,441,2,0.0,0.0,0.0,0.0,1.01,0.95,0.06,,,
3531016,St. Marys,0.04,7386,35,0.7,0.3,0.3,0.2,0.99,0.41,0.35,,,
3557014,Tarbutt and Tarbutt Additional,0.01,573,5,0.1,0.1,0.0,0.0,0.99,0.99,0.0,,,
3556106,Moosonee,0.0,1512,11,0.1,0.1,0.0,0.0,0.98,0.8,0.18,,,
3557008,St. Joseph,0.01,1426,12,0.1,0.1,0.0,0.0,0.96,0.96,0.0,,,
3507024,Gananoque,0.05,5383,50,0.5,0.5,0.0,0.0,0.92,0.92,0.0,,,
3558066,Manitouwadge,0.0,1974,7,0.2,0.2,0.0,0.0,0.91,0.86,0.05,,,
3559016,La Vallee,0.01,788,5,0.1,0.1,0.0,0.0,0.9,0.72,0.18,,,
3547064,Pembroke,0.02,14364,80,1.2,0.9,0.3,0.0,0.83,0.64,0.18,,,
3544073,Moose Point 79,0.0,213,1,0.0,0.0,0.0,0.0,0.77,0.59,0.18,,,
3558016,O'Connor,0.0,689,2,0.1,0.0,0.0,0.0,0.75,0.7,0.04,,,
3515019,Curve Lake First Nation 35,0.0,1244,5,0.1,0.1,0.0,0.0,0.71,0.6,0.11,,,
3543070,Christian Island 30A,0.0,30,0,0.0,0.0,0.0,0.0,0.71,0.63,0.08,,,
3557026,Thessalon 12,0.0,151,1,0.0,0.0,0.0,0.0,0.68,0.68,0.0,,,
3559001,Atikokan,0.0,2642,6,0.2,0.2,0.0,0.0,0.66,0.62,0.04,,,
3509021,Perth,0.02,6469,31,0.4,0.4,0.1,0.0,0.66,0.55,0.11,,,
3557011,Laird,0.01,1121,4,0.1,0.1,0.0,0.0,0.66,0.6,0.06,,,
3539002,Newbury,0.0,440,2,0.0,0.0,0.0,0.0,0.65,0.5,0.15,,,
3551045,M'Chigeeng 22,0.01,926,9,0.1,0.0,0.0,0.0,0.65,0.51,0.14,,,
3534011,Aylmer,0.02,7699,29,0.5,0.4,0.0,0.0,0.63,0.57,0.0,,,
3549032,Parry Sound,0.01,6879,20,0.4,0.3,0.1,0.0,0.59,0.47,0.13,,,
3540028,Goderich,0.04,7881,51,0.5,0.3,0.1,0.0,0.59,0.41,0.18,,,
3547048,Renfrew,0.02,8190,35,0.5,0.3,0.1,0.0,0.58,0.42,0.16,,,
3538019,Petrolia,0.01,6013,20,0.3,0.3,0.1,0.0,0.55,0.43,0.12,,,
3549066,Callander,0.01,3964,12,0.2,0.1,0.1,0.0,0.54,0.34,0.2,,,
